CustomerID,Gender,SeniorCitizen,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9777-WJJPR,Male,0,31,Month-to-month,Credit card (automatic),886.5,26832,No
9283-LZQOH,Male,0,13,Month-to-month,Credit card (automatic),744,8967.5,Yes
7079-QRCBC,Female,0,24,Month-to-month,UPI,987.5,24073,Yes
9495-SKLKD,Male,0,45,Month-to-month,UPI,959.5,44566.5,No
6048-UWKAL,Female,1,69,Two year,Credit card (automatic),1054,69989.5,No
5067-DGXLL,Male,0,2,Month-to-month,Debit Card,202.5,368,No
5469-CTCWN,Male,0,61,One year,UPI,1060,65477,Yes
9851-QXEEQ,Male,0,41,Month-to-month,UPI,1047,43464,Yes
6281-FKEWS,Female,0,44,One year,UPI,490.5,22650,No
8898-KASCD,Male,0,39,One year,Debit Card,355.5,13091.5,No
9242-TKFSV,Male,0,72,Two year,Credit card (automatic),651,47543,No
9290-SHCMB,Female,1,13,Month-to-month,UPI,968.5,12355.5,No
0743-HNPFG,Female,0,51,One year,Credit card (automatic),697.5,35625,No
2277-BKJKN,Female,1,71,Two year,UPI,992,72137.5,No
9809-IMGCQ,Male,1,22,Month-to-month,UPI,967,20829.5,Yes
5208-HFSBT,Female,0,2,Month-to-month,Credit card (automatic),550.5,1027.5,Yes
5035-PGZXH,Female,0,56,One year,UPI,1068,59144,No
8695-WDYEA,Male,0,1,Month-to-month,Debit Card,512.5,512.5,No
6543-JXSOO,Female,0,23,One year,Debit Card,577.5,12828.5,No
8016-ZMGMO,Female,1,66,One year,UPI,708.5,47388.5,No
8605-ITULD,Female,0,1,Month-to-month,Debit Card,195.5,195.5,No
3254-YRILK,Male,1,19,Month-to-month,UPI,882,17758,Yes
6416-YJTTB,Male,0,11,Month-to-month,UPI,795,7956.5,No
2667-WYLWJ,Female,0,8,One year,Debit Card,197.5,1450,Yes
4472-VESGY,Female,0,52,Month-to-month,UPI,981.5,49934,No
3195-TQDZX,Male,0,3,Month-to-month,UPI,202.5,614.5,No
3128-YOVTD,Female,0,51,Month-to-month,UPI,791.5,40185.5,No
0529-ONKER,Male,1,15,Month-to-month,UPI,756.5,11466.5,Yes
1728-CXQBE,Male,1,64,Month-to-month,UPI,942.5,60814,No
7041-TXQJH,Female,0,37,Month-to-month,Credit card (automatic),402,14788.5,No
5014-GSOUQ,Male,0,13,Two year,Debit Card,199.5,2436.5,No
5724-BIDBU,Male,0,49,One year,UPI,553.5,26339.5,No
0481-SUMCB,Female,1,45,One year,UPI,1021.5,47353.5,No
1769-GRUIK,Female,0,18,Month-to-month,UPI,711,12477.5,No
5240-IJOQT,Male,1,1,Month-to-month,UPI,747,747,Yes
8819-WFGGJ,Male,0,68,Two year,UPI,541,37945,No
7427-AUFPY,Male,0,54,Two year,Credit card (automatic),196.5,10087,No
2811-POVEX,Female,1,23,Month-to-month,UPI,884.5,21305.5,No
1092-GANHU,Male,0,17,Month-to-month,UPI,766.5,13135.5,Yes
7898-PDWQE,Male,0,71,Two year,Credit card (automatic),804,57271.5,No
9972-EWRJS,Female,0,67,Two year,UPI,192.5,13729,No
9314-IJWSQ,Female,0,14,Month-to-month,UPI,848,12039,No
0661-XEYAN,Female,1,1,Month-to-month,Debit Card,258,258,Yes
5799-JRCZO,Female,0,63,Two year,Credit card (automatic),195,12151,No
1921-KYSAY,Female,0,41,One year,UPI,686,28770.5,No
6198-RTPMF,Female,0,17,Month-to-month,UPI,926,15797,No
2924-KHUVI,Male,0,56,One year,UPI,1005.5,55149.5,No
1925-GMVBW,Female,0,5,Month-to-month,Credit card (automatic),205.5,961,No
7881-EVUAD,Female,0,2,Month-to-month,UPI,426,724,Yes
6184-DYUOB,Female,0,3,Month-to-month,Debit Card,196,552.5,No
9207-ZPANB,Male,0,37,One year,UPI,674.5,24433,No
5766-XQXMQ,Female,0,29,Month-to-month,UPI,688.5,19705,Yes
9327-QSDED,Male,0,8,Month-to-month,Debit Card,435.5,3354,No
1656-DRSMG,Female,0,63,Month-to-month,Credit card (automatic),1098.5,70029.5,No
3012-VFFMN,Female,0,7,Month-to-month,Debit Card,206.5,1589.5,No
2984-AFWNC,Female,0,3,Month-to-month,UPI,954,2931.5,No
0640-YJTPY,Male,0,72,Two year,UPI,210,14937.5,No
8096-LOIST,Female,0,19,Month-to-month,UPI,562,10934,No
9764-REAFF,Female,0,59,Two year,UPI,184,10578.5,No
3703-VAVCL,Male,0,2,Month-to-month,Credit card (automatic),900,1900.5,Yes
7107-UBYKY,Female,0,35,Month-to-month,UPI,257.5,8825.5,No
4881-GQJTW,Male,0,14,Month-to-month,Credit card (automatic),196,3004,No
8519-QJGJD,Female,0,14,Month-to-month,UPI,753.5,10259.5,Yes
7876-DNYAP,Female,0,69,Two year,Credit card (automatic),198,14369.5,No
7905-NJMXS,Male,1,7,Month-to-month,UPI,642,4750,No
2882-WDTBA,Male,0,69,Two year,UPI,757.5,53881.5,No
2091-GPPIQ,Female,0,72,Two year,UPI,789.5,57301.5,No
6326-MTTXK,Male,0,8,Month-to-month,UPI,1008.5,8195.5,Yes
5071-FBJFS,Female,0,4,Month-to-month,UPI,503,2171,No
2796-UUZZO,Male,0,63,Month-to-month,Credit card (automatic),803,48963.5,No
2429-AYKKO,Male,0,72,Two year,UPI,198.5,14341,No
9798-OPFEM,Female,0,46,Two year,UPI,211,9371,No
0330-IVZHA,Female,0,5,Month-to-month,UPI,699.5,3301.5,Yes
3794-NFNCH,Male,0,30,Month-to-month,Debit Card,500,14749,No
5193-QLVZB,Male,0,63,Two year,UPI,1047.5,65365,No
7114-AEOZE,Female,0,60,Two year,UPI,198.5,11281,No
2886-KEFUM,Female,0,63,One year,UPI,1075,68737.5,Yes
5522-NYKPB,Male,0,25,Month-to-month,UPI,859,21990.5,No
4237-RLAQD,Male,0,1,Month-to-month,Debit Card,458.5,458.5,Yes
9957-YODKZ,Male,1,6,Month-to-month,UPI,808,4571,No
6518-KZXCB,Male,0,22,Two year,Debit Card,252.5,5665,No
2245-ADZFJ,Female,0,31,Two year,UPI,805.5,24716,No
7776-QGYJC,Female,0,39,Month-to-month,UPI,815,31073,No
9313-QOLTZ,Male,0,26,Month-to-month,Debit Card,209,5183,No
9651-GTSAQ,Female,0,53,One year,UPI,1061,57697.5,Yes
3186-BAXNB,Female,0,1,Month-to-month,UPI,917,917,Yes
4672-FOTSD,Male,0,12,Month-to-month,UPI,672.5,8323,No
0637-YLETY,Female,0,16,Month-to-month,Credit card (automatic),956,15556.5,Yes
9818-XQCUV,Female,0,2,Month-to-month,Debit Card,203.5,453,No
7338-ERIVA,Male,0,39,One year,UPI,450.5,17906,No
1157-BQCUW,Male,0,1,Month-to-month,UPI,749.5,749.5,Yes
8259-NFJTV,Female,0,7,Month-to-month,Debit Card,346.5,2466,No
3223-DWFIO,Male,1,4,Month-to-month,UPI,693.5,2616.5,No
2660-EMUBI,Male,1,10,Month-to-month,UPI,953.5,8983.5,Yes
6968-GMKPR,Female,0,55,Month-to-month,UPI,815.5,45095,No
4751-ERMAN,Male,0,72,Two year,UPI,754,54802.5,No
1436-ZMJAN,Female,0,10,Month-to-month,Credit card (automatic),678,6531.5,No
3292-PBZEJ,Male,1,11,Month-to-month,UPI,1114,11830.5,No
0799-DDIHE,Female,0,15,Month-to-month,UPI,463,6394.5,No
3070-FNFZQ,Female,0,23,Two year,UPI,204,4787.5,No
2812-SFXMJ,Male,0,1,Month-to-month,Debit Card,200.5,200.5,No
7675-OZCZG,Female,1,3,Month-to-month,UPI,450,1271,Yes
5014-WUQMG,Male,0,47,One year,UPI,961,43914.5,No
5312-TSZVC,Female,0,15,One year,Debit Card,196.5,2706,No
2003-CKLOR,Male,0,66,Month-to-month,UPI,995,67105,Yes
0993-OSGPT,Female,1,68,One year,UPI,606.5,39759,No
9254-RBFON,Female,0,17,One year,UPI,986,17049.5,Yes
1205-WNWPJ,Female,0,7,Month-to-month,Debit Card,595,4159.5,Yes
9391-EOYLI,Male,1,12,Month-to-month,UPI,804.5,9502,Yes
7108-DGVUU,Female,1,21,One year,UPI,717,14970.5,No
2782-JEEBU,Male,0,21,Month-to-month,Debit Card,360,7801.5,No
5127-BZENZ,Female,0,56,One year,UPI,652,35121.5,No
2720-FVBQP,Female,0,6,Month-to-month,Credit card (automatic),489.5,2732.5,No
9906-NHHVC,Female,1,65,Two year,UPI,535,35179,No
4522-XRWWI,Male,0,42,One year,Credit card (automatic),804.5,33759,No
3766-EJLFL,Female,0,68,Two year,UPI,1090.5,75085.5,No
5939-SXWHM,Male,0,48,Two year,UPI,263,12450.5,No
8152-UOBNY,Female,1,50,One year,UPI,1068,53479.5,No
7351-KYHQH,Female,1,7,Month-to-month,UPI,649.5,4936.5,No
7643-RCHXS,Female,0,63,Two year,UPI,193.5,12638.5,No
8246-SHFGA,Male,0,17,Month-to-month,Credit card (automatic),211,3855.5,No
8387-MOJJT,Female,0,42,Month-to-month,Credit card (automatic),779.5,33840,Yes
0620-XEFWH,Male,0,4,Month-to-month,Debit Card,188.5,842,No
6485-QXWWE,Female,0,62,Two year,UPI,260,16387,No
2761-OCIAX,Male,1,2,Month-to-month,UPI,747,1654,Yes
7321-VGNKU,Female,0,2,Month-to-month,UPI,703.5,1202.5,No
5327-CNLUQ,Male,0,48,Two year,UPI,969,44734.5,No
7552-KEYGT,Male,0,27,Two year,UPI,195.5,5205.5,No
5816-JMLGY,Female,0,70,Two year,UPI,804,57178.5,No
3068-OMWZA,Male,1,1,Month-to-month,UPI,888,888,Yes
2927-QRRQV,Male,0,46,One year,UPI,946.5,43125,No
6032-KRXXO,Male,0,30,Month-to-month,UPI,902.5,27553.5,Yes
7459-RRWQZ,Female,0,15,Month-to-month,UPI,646.5,9945.5,Yes
6265-SXWBU,Male,0,69,One year,Credit card (automatic),957.5,65112.5,No
7941-RCJOW,Male,0,65,Two year,Credit card (automatic),195.5,12186.5,No
6374-NTQLP,Male,1,72,Two year,Credit card (automatic),1041,74477,No
4154-AQUGT,Male,1,13,Month-to-month,UPI,890.5,11693.5,Yes
2387-KDZQY,Male,0,17,One year,Debit Card,201,2795,No
3584-WKTTW,Male,0,51,One year,UPI,1115.5,57203.5,No
3399-BMLVW,Male,0,51,Two year,Credit card (automatic),605,31214.5,No
1971-DTCZB,Female,0,72,Two year,UPI,909.5,64686,No
3092-IGHWF,Male,0,67,One year,UPI,874,59188,Yes
3374-PZLXD,Male,0,34,Month-to-month,Debit Card,197,6756,No
3813-DHBBB,Male,0,67,Two year,UPI,509.5,35217,No
2812-REYAT,Female,0,49,One year,UPI,200.5,9231,No
6518-PPLMZ,Male,0,53,Two year,Debit Card,194,11103.5,No
4939-KYYPY,Male,0,27,Month-to-month,UPI,594.5,16116.5,No
8017-LXHFA,Female,1,23,Month-to-month,UPI,947.5,22936,Yes
5930-GBIWP,Male,0,69,Two year,Credit card (automatic),815,55532.5,No
6022-KOUQO,Female,0,2,Month-to-month,UPI,290.5,447.5,No
6352-TWCAU,Female,0,35,Month-to-month,UPI,864.5,30291,Yes
2361-UPSND,Female,0,46,One year,Debit Card,706,32310.5,No
6035-RIIOM,Female,0,54,Two year,UPI,972,51294.5,No
2929-QNSRW,Female,0,56,One year,UPI,982.5,55083.5,Yes
1262-OPMFY,Female,0,9,Month-to-month,UPI,757.5,6559,Yes
9504-DSHWM,Male,0,20,Month-to-month,UPI,592,11912,No
5035-BVCXS,Male,0,11,Month-to-month,Debit Card,759,8664,No
6267-DCFFZ,Female,1,30,Month-to-month,UPI,900.5,26272,No
3533-UVMOM,Male,0,68,Two year,UPI,709.5,47414.5,No
2439-LYPMQ,Male,1,38,Month-to-month,UPI,1026,40092,No
4248-QPAVC,Female,1,17,Month-to-month,UPI,853.5,14634.5,Yes
1899-VXWXM,Male,0,48,One year,Credit card (automatic),1061,50828,Yes
1478-VPOAD,Female,0,1,Month-to-month,UPI,438,438,No
9995-HOTOH,Male,0,63,Two year,UPI,590,37076,No
2988-PLAHS,Female,0,3,One year,UPI,699.5,2204.5,No
1371-OJCEK,Female,0,48,One year,UPI,243.5,11337,No
4999-IEZLT,Male,0,66,One year,Credit card (automatic),294.5,19831.5,No
8883-ANODQ,Female,0,68,Two year,Credit card (automatic),844,57467.5,No
4690-LLKUA,Male,1,17,Month-to-month,UPI,450.5,7706,Yes
2351-RRBUE,Female,0,7,One year,Debit Card,206.5,1340.5,No
5980-BDHPY,Male,0,72,Two year,UPI,871,62301,No
1498-DQNRX,Female,0,29,Month-to-month,Debit Card,198.5,5730.5,No
9469-WEJBT,Male,0,37,Month-to-month,UPI,903.5,34193,No
3331-HQDTW,Female,0,34,Month-to-month,Debit Card,1098,35872.5,Yes
9490-DFPMD,Female,1,42,Month-to-month,UPI,846.5,35413.5,Yes
2581-VKIRT,Female,0,59,One year,Debit Card,655,38013,No
5442-XSDCW,Male,0,11,Month-to-month,UPI,795,8685,Yes
7426-WEIJX,Male,1,60,Month-to-month,UPI,809.5,48591,No
2851-MMUTZ,Female,0,27,Month-to-month,Debit Card,561.5,14393.5,No
3049-NDXFL,Female,0,1,Month-to-month,Debit Card,858,858,Yes
8580-AECUZ,Male,1,1,Month-to-month,UPI,791,791,Yes
3307-TLCUD,Male,0,17,Month-to-month,Debit Card,344,5927.5,No
6625-FLENO,Male,0,58,Two year,Debit Card,207.5,11859.5,No
2967-MXRAV,Male,0,1,One year,Debit Card,188,188,No
7963-GQRMY,Female,0,3,Month-to-month,Debit Card,443,1345,Yes
8189-HBVRW,Female,0,53,Month-to-month,UPI,908,49212,No
4163-KIUHY,Male,0,35,Month-to-month,UPI,256,9012.5,No
1228-FZFRV,Male,0,50,Month-to-month,Credit card (automatic),1059.5,53418,Yes
3500-NSDOA,Male,0,68,Two year,Credit card (automatic),708,48599.5,No
1171-TYKUR,Male,0,47,Month-to-month,UPI,254,11392,No
3761-FLYZI,Female,1,65,Month-to-month,UPI,1088,70824.5,No
2058-DCJBE,Male,0,5,Month-to-month,UPI,697.5,3246,Yes
5364-XYIRR,Male,0,51,Month-to-month,UPI,946.5,48127.5,Yes
4829-AUOAX,Female,0,46,Month-to-month,UPI,960.5,43995,Yes
1219-NNDDO,Female,0,9,Month-to-month,UPI,768.5,6635.5,No
8388-DMKAE,Female,0,8,Two year,Debit Card,202.5,1746.5,No
4403-BWPAY,Male,0,14,One year,Credit card (automatic),248,3217,No
9659-QEQSY,Female,0,45,Month-to-month,UPI,1156.5,51255,No
5405-ZMYXQ,Female,0,8,Month-to-month,Credit card (automatic),746,5489,No
5047-LHVLY,Male,1,1,Month-to-month,Debit Card,501.5,501.5,Yes
1442-OKRJE,Male,0,66,One year,UPI,1031.5,70313,No
4737-AQCPU,Male,0,72,Two year,Credit card (automatic),721,50166.5,No
9158-VCTQB,Female,0,41,Month-to-month,UPI,1136,45949.5,Yes
2808-CHTDM,Female,0,23,Two year,Debit Card,251,6114.5,No
6311-UEUME,Female,0,29,Month-to-month,UPI,789,23841.5,Yes
0793-TWELN,Female,0,4,Month-to-month,UPI,801.5,3198.5,No
3283-WCWXT,Male,0,6,Two year,Debit Card,254,1533,No
1060-ENTOF,Female,1,67,One year,Credit card (automatic),1054,70356,No
0999-QXNSA,Male,1,7,Month-to-month,Debit Card,457.5,3442,No
5451-MHQOF,Male,0,56,One year,Debit Card,244.5,14316.5,No
4836-WNFNO,Female,0,72,Two year,Credit card (automatic),250,18492,No
9225-BZLNZ,Male,0,72,Two year,UPI,852.5,60831,No
0354-VXMJC,Male,0,23,Two year,Credit card (automatic),196,4266.5,No
4422-QVIJA,Female,0,35,Month-to-month,Debit Card,501.5,16553.5,No
9365-SRSZE,Male,1,27,Month-to-month,UPI,705.5,19439,No
6839-ITVZJ,Female,0,26,Month-to-month,UPI,600.5,16161.5,Yes
8332-OSJDW,Male,0,12,One year,Debit Card,264,3149.5,No
4735-BJKOU,Female,0,40,Two year,Debit Card,201.5,8048.5,No
0274-JKUJR,Male,0,7,Month-to-month,Debit Card,588.5,4657,No
5740-YHGTW,Male,0,70,Month-to-month,Credit card (automatic),975.5,66690.5,No
8917-SZTTJ,Male,0,60,Two year,Credit card (automatic),196.5,11617.5,No
1696-MZVAU,Male,0,39,One year,Credit card (automatic),252.5,9477.5,No
7359-WWYJV,Male,0,72,Two year,Credit card (automatic),1144.5,83750.5,No
0375-HVGXO,Female,0,1,Month-to-month,UPI,347,347,Yes
4906-ZHGPK,Male,0,54,One year,UPI,707,37700,No
8593-WHYHV,Male,0,3,Month-to-month,UPI,853,2648,Yes
3795-GWTRD,Female,0,63,Two year,Credit card (automatic),755.5,47078.5,No
1298-PHBTI,Male,0,71,Two year,UPI,848,61524,No
6223-DHJGV,Female,0,42,One year,Debit Card,206.5,9581,No
6961-MJKBO,Male,0,47,Two year,UPI,204.5,9430,No
6097-EQISJ,Female,0,66,One year,Credit card (automatic),1024.5,66151.5,Yes
4423-YLHDV,Female,0,21,Month-to-month,UPI,1044,22002.5,Yes
8158-WPEZG,Male,0,11,Month-to-month,UPI,356.5,4251,No
0107-YHINA,Male,0,1,Month-to-month,UPI,997.5,997.5,Yes
4918-FYJNT,Female,1,55,Month-to-month,UPI,904.5,50448,No
0727-BNRLG,Male,0,69,Two year,Credit card (automatic),976.5,67435.5,No
4854-CIDCF,Female,1,3,Month-to-month,UPI,738.5,1964,No
8640-SDGKB,Male,0,4,Month-to-month,UPI,744,2997,Yes
3280-MRDOF,Male,1,30,Two year,Credit card (automatic),691,20939,No
6435-SRWBJ,Female,0,5,Month-to-month,UPI,827.5,4177.5,No
9964-WBQDJ,Female,0,71,Two year,Credit card (automatic),244,17254,No
6303-KFWSL,Female,0,29,One year,UPI,552.5,16202,No
1702-CCFNJ,Male,0,52,Month-to-month,UPI,613.5,31695.5,No
8932-CZHRQ,Male,0,68,One year,Credit card (automatic),767.5,52332.5,No
0386-CWRGM,Female,0,46,Two year,Debit Card,194,9678.5,No
5515-RUGKN,Male,0,8,Month-to-month,Credit card (automatic),547.5,4380.5,No
0404-AHASP,Male,0,72,Two year,Credit card (automatic),197,14219,No
7279-NMVJC,Female,0,17,One year,UPI,199,3231.5,No
2081-VEYEH,Male,0,3,Month-to-month,UPI,1079.5,3186,No
6407-UTSLV,Female,1,2,Month-to-month,UPI,838,1637,No
4116-TZAQJ,Female,0,9,Month-to-month,Credit card (automatic),742.5,6396.5,Yes
9060-HJJRW,Female,0,51,One year,Credit card (automatic),564,29285,No
2587-YNLES,Female,0,6,Two year,Debit Card,201,1003.5,No
7398-SKNQZ,Female,0,3,Month-to-month,UPI,949,2732,No
5935-FCCNB,Female,1,17,Month-to-month,UPI,942,16081.5,No
1958-RNRKS,Male,0,30,Month-to-month,UPI,499,14419.5,No
5136-RGMZO,Male,0,31,Month-to-month,UPI,710.5,21681.5,No
8345-MVDYC,Female,0,45,Two year,UPI,816.5,36187,No
8226-BXGES,Male,0,64,One year,UPI,894.5,56926.5,No
3877-JRJIP,Male,0,1,Month-to-month,UPI,598.5,598.5,Yes
8375-DKEBR,Female,1,1,Month-to-month,UPI,696,696,Yes
9705-IOVQQ,Male,1,61,One year,UPI,990,59693,No
1015-OWJKI,Male,0,1,Month-to-month,Debit Card,190.5,190.5,No
7511-YMXVQ,Male,0,9,Month-to-month,UPI,454,4188,Yes
2040-XBAVJ,Male,0,72,Two year,UPI,1144.5,81005.5,No
7551-JOHTI,Female,0,1,Month-to-month,Debit Card,195,195,Yes
8887-IPQNC,Female,0,7,Month-to-month,Debit Card,442.5,3134.5,No
8646-JCOMS,Female,0,66,One year,UPI,905.5,61309.5,No
9804-ICWBG,Male,0,1,Month-to-month,UPI,699,699,Yes
1222-KJNZD,Male,0,40,Month-to-month,UPI,204,7453,No
0106-GHRQR,Male,0,16,Month-to-month,UPI,714,12121,No
5318-IXUZF,Female,0,2,Month-to-month,UPI,871.5,1837.5,Yes
3768-VHXQO,Male,0,67,Two year,Credit card (automatic),248.5,15835,No
8952-WCVCD,Female,0,41,One year,UPI,1044.5,41620.5,No
2418-TPEUN,Female,0,56,Two year,Credit card (automatic),198,11199,No
3963-RYFNS,Female,0,72,Two year,UPI,1164.5,80135.5,No
3198-VELRD,Female,0,3,Month-to-month,UPI,847.5,2648.5,Yes
8540-ZQGEA,Female,0,54,Two year,Credit card (automatic),200.5,11024,No
1320-REHCS,Male,1,52,Month-to-month,UPI,1107.5,58320,No
4137-JOPHL,Female,0,50,Two year,UPI,897,43045,No
9436-ZBZCT,Male,0,14,Month-to-month,UPI,899.5,11784,Yes
7801-CEDNV,Male,0,27,One year,Credit card (automatic),487,14217.5,No
2057-BOYKM,Female,1,72,Two year,UPI,966,68275,No
3658-QQJYD,Male,0,62,One year,Credit card (automatic),743,46980.5,No
1803-BGNBD,Female,0,12,Month-to-month,UPI,543,6545,No
0134-XWXCE,Female,1,44,One year,UPI,748.5,32680.5,No
6950-TWMYB,Male,0,54,Two year,UPI,799.5,43620.5,No
5848-FHRFC,Female,0,68,Two year,UPI,200.5,13869,No
2243-FNMMI,Male,0,20,Month-to-month,Debit Card,194,4154,No
2511-MORQY,Male,0,50,One year,UPI,549,26141,No
5356-KZCKT,Male,0,58,Two year,Credit card (automatic),244.5,15136,No
9470-XCCEM,Male,0,35,Month-to-month,UPI,896.5,31616,No
6519-CFDBX,Female,0,2,Month-to-month,UPI,454,809.5,No
3902-MIVLE,Male,0,63,Two year,Debit Card,757,46767,No
0409-WTMPL,Female,0,58,One year,Credit card (automatic),1106.5,65266.5,No
8763-KIAFH,Female,0,27,One year,Debit Card,205.5,5833,No
3669-WHAFY,Female,0,71,Two year,Credit card (automatic),1151.5,80781,No
3055-VTCGS,Female,0,63,One year,Credit card (automatic),585.5,35035,No
3144-KMTWZ,Male,0,71,Month-to-month,UPI,932.5,66694.5,No
7279-BUYWN,Female,1,41,Month-to-month,UPI,1132,46895,Yes
7156-MHUGY,Male,1,13,Month-to-month,UPI,905,12011.5,Yes
7198-GLXTC,Male,0,2,Month-to-month,UPI,790,1436.5,Yes
2007-QVGAW,Female,0,68,Two year,UPI,193.5,12926.5,No
5207-PLSTK,Male,0,1,Month-to-month,Debit Card,487.5,487.5,No
2307-FYNNL,Male,1,65,Two year,UPI,1090.5,71082,No
5605-XNWEN,Male,1,72,Two year,UPI,250,18025.5,No
2155-AMQRX,Female,0,28,Month-to-month,Credit card (automatic),549,15051.5,No
6181-AXXYF,Male,0,72,Two year,Credit card (automatic),247.5,18591,No
5091-HFAZW,Female,0,2,Month-to-month,UPI,911.5,1685,No
0516-VRYBW,Female,0,18,One year,UPI,201.5,3908.5,Yes
2519-LBNQL,Male,1,60,One year,UPI,1043.5,63394.5,No
8623-ULFNQ,Female,1,26,Month-to-month,UPI,660.5,16524,No
8380-PEFPE,Male,0,1,Month-to-month,UPI,716.5,716.5,Yes
5687-DKDTV,Female,0,4,Month-to-month,Debit Card,203.5,775,Yes
1568-LJSZU,Male,0,68,Two year,Credit card (automatic),922,63928.5,No
7530-HDYDS,Female,0,38,Month-to-month,Credit card (automatic),842.5,32645,Yes
7789-HKSBS,Female,1,42,One year,UPI,1052,45991.5,No
7416-CKTEP,Female,0,57,Two year,UPI,196,11342.5,No
2586-CWXVV,Male,0,54,Month-to-month,UPI,304,16213.5,No
3096-IZETN,Female,0,12,Month-to-month,UPI,781,9473,Yes
2348-KCJLT,Female,0,44,One year,Debit Card,615,27222,No
8401-EMUWF,Male,0,42,Month-to-month,UPI,694,30583,No
4193-IBKSW,Male,0,72,Two year,UPI,247.5,17696,No
5377-NDTOU,Female,0,71,Two year,Debit Card,910.5,62937.5,No
5922-ABDVO,Female,0,19,Month-to-month,Debit Card,896.5,17610.5,Yes
2474-LCNUE,Female,0,23,Month-to-month,Credit card (automatic),736.5,16427.5,No
0839-QNXME,Female,0,30,Two year,Credit card (automatic),194,5785,No
3506-OVLKD,Male,0,35,One year,UPI,262,9549,No
9172-ANCRX,Female,0,10,Month-to-month,UPI,987,9732.5,Yes
6650-VJONK,Male,0,1,Month-to-month,UPI,438.5,438.5,No
2178-PMGCJ,Male,0,22,Month-to-month,Debit Card,697,14904,No
7492-TAFJD,Male,0,7,Two year,Debit Card,385.5,2800,No
2773-MADBQ,Female,0,36,Two year,Debit Card,531,19012.5,No
6016-LVTJQ,Female,0,34,Month-to-month,Debit Card,206.5,7164,No
7860-KSUGX,Male,0,72,Two year,Credit card (automatic),644.5,47200,No
8966-KZXXA,Male,0,36,Two year,Credit card (automatic),251,9309.5,No
6910-HADCM,Female,0,1,Month-to-month,UPI,763.5,763.5,Yes
4816-LXZYW,Female,0,23,Month-to-month,UPI,791.5,16769.5,Yes
9606-PBKBQ,Male,1,32,Month-to-month,UPI,850,26420.5,Yes
5149-QYTTU,Female,0,71,One year,Credit card (automatic),951.5,67708.5,No
2070-XYMFH,Female,1,23,Month-to-month,Debit Card,793.5,18353,No
2085-BOJKI,Male,0,17,One year,UPI,966.5,15882.5,No
0817-HSUSE,Male,0,1,Month-to-month,UPI,755,755,No
5442-PPTJY,Male,0,12,Two year,Debit Card,197,2583.5,No
1927-QEWMY,Female,0,72,Two year,Credit card (automatic),205,15022.5,No
1663-MHLHE,Male,0,1,Month-to-month,Debit Card,192,192,No
5663-QBGIS,Male,1,72,Two year,UPI,983.5,69294,No
4450-MDZFX,Male,0,60,Month-to-month,UPI,743.5,44533,No
6701-DHKWQ,Female,0,61,Two year,Credit card (automatic),513.5,32444,No
7554-AKDQF,Female,0,6,Month-to-month,Debit Card,456.5,3234.5,No
3536-IQCTX,Male,1,32,Month-to-month,UPI,853,26611,Yes
4911-BANWH,Female,0,31,Month-to-month,Credit card (automatic),865.5,26974,Yes
8496-EJAUI,Male,0,19,Month-to-month,Credit card (automatic),738.5,14245,Yes
0794-YVSGE,Male,0,72,Two year,UPI,203,14011.5,No
5423-BHIXO,Female,0,32,Month-to-month,UPI,542,17396,No
6908-VVYHM,Male,0,65,Month-to-month,UPI,906.5,59310,No
2959-EEXWB,Female,0,45,Month-to-month,UPI,509,23338.5,No
1839-UMACK,Male,0,42,One year,UPI,250.5,9498.5,No
3030-YDNRM,Male,0,8,Month-to-month,UPI,748.5,5724.5,No
7321-KKSDU,Male,0,32,Two year,Debit Card,205,6968,No
3402-XRIUO,Female,1,22,Month-to-month,Debit Card,635.5,13818,No
3132-TVFDZ,Male,1,57,Month-to-month,UPI,448.5,25729.5,Yes
8286-AFUYI,Male,0,1,Month-to-month,UPI,479.5,479.5,No
8080-DDEMJ,Male,1,1,Month-to-month,UPI,451,451,Yes
8356-WUAOJ,Female,0,1,Month-to-month,UPI,450,450,No
6365-MTGZX,Male,0,24,Month-to-month,UPI,960,21224.5,Yes
1349-WXNGG,Male,0,1,Month-to-month,UPI,200.5,200.5,Yes
8058-DMYRU,Male,1,54,Month-to-month,UPI,900.5,49318,No
9350-ZXYJC,Female,0,4,Two year,Credit card (automatic),253,1169.5,No
6990-YNRIO,Male,0,65,Two year,UPI,1086.5,69379.5,Yes
8958-JPTRR,Female,0,56,One year,UPI,243,12617,No
6959-GQEGV,Male,0,45,Month-to-month,UPI,759.5,32738,No
3173-WSSUE,Female,0,71,Two year,Credit card (automatic),197,14158.5,No
1265-HVPZB,Male,0,59,One year,Credit card (automatic),664,39582,No
4115-UMJFQ,Male,0,69,One year,UPI,357.5,24922.5,No
7369-TRPFD,Male,0,19,One year,Debit Card,188,2792,No
1098-KFQEC,Female,0,55,Two year,Credit card (automatic),194,10830,No
7190-XHTWJ,Female,0,38,One year,Debit Card,193,7555,No
0621-TWIEM,Male,0,10,Month-to-month,UPI,455.5,4026,Yes
3537-RYBHH,Female,1,47,Month-to-month,Credit card (automatic),674.5,32520,No
2485-ITVKB,Female,0,2,Month-to-month,UPI,351,687.5,Yes
3669-OYSJI,Male,0,1,Month-to-month,Credit card (automatic),462,462,Yes
